sentence	label	e1	e2
Knockdown of <e1> GC UNC-45 </e1> reduced the spreading ability of <e2> ovarian cancer </e2> cells whereas it was enhanced by GC UNC-45 overexpression.	1	GC UNC-45	ovarian cancer
Immunoblot assays indicated that hypoxia and L-mimosine stabilized hypoxia-inducible factor-1 α (HIF-1α) and induced <e1> Btg2 </e1> and Ndrg1 protein expression, but downregulated protein levels of cyclin A in both <e2> PC-3 </e2> and LNCaP cells.	0	Btg2	PC-3
Lewis y overexpression led to an increase in both mRNA and protein expression levels of <e1> cyclin A </e1> , cyclin D1 and cyclin E in <e2> ovarian cancer </e2> cells, decrease in both mRNA and protein expression levels of p16 and p21, and decrease of p27 at only the protein expression level without change in its mRNA level.	0	cyclin A	ovarian cancer
In <e2> breast cancer </e2> cells overexpressing <e1> ErbB2 </e1> , Erk5 dual phosphorylation required ErbB2 tyrosine kinase activity; however, Erk5 nuclear residency did not require ErbB2 activity.	0	ErbB2	breast cancer
The study suggests that <e1> IGF-II </e1> has a role in regulating AR expression in <e2> prostate cancer </e2> cells, and that the action of anti-androgens is mediated partly by an ability to suppress IGF-II expression.	0	IGF-II	prostate cancer
After a median follow-up of 65 months, an increase in <e1> TGF-beta 1 </e1> over 1 year was the only significant, independent predictor of a shorter survival free from secondary primary <e2> breast cancer </e2> .	0	TGF-beta 1	breast cancer
Preoperatively, an elevated <e1> thyroglobulin </e1> (Tg) level, laboratory or clinical evidence of hyperthyroidism, or ultrasonography appearance of "struma pearl" should prompt referral to oncologist for surgical management of a possibly malignant <e2> ovarian teratoma </e2> .	0	thyroglobulin	ovarian teratoma
The overexpression of the colony-stimulating factor-1( <e1> CSF-1 </e1> ) by epithelial <e2> ovarian cancer </e2> cells enhances invasiveness and metastatic properties, contributing to the poor prognosis of the patients.	1	CSF-1	ovarian cancer
Evaluation of alterations in the level of the five major electrophoretic fractions of serum proteins (albumin, alpha 1-, alpha 2-, beta- and gamma-globulin) in 18 patients with <e2> prostatic cancer </e2> prior to and following cryoprostatectomy disclosed: (i) a progressive increase in the level of alpha 2- and beta-globulin and the incidence of patients possessing statistically significant (p less than 0.05) elevations in these proteins with a progression of the stage of their malignancy; (ii) a significant decrease in albumin, alpha 2- and beta-globulin and increase in alpha 1- and gamma-globulin from their preoperative levels following cryoprostatectomy in patients with metastatic disease (stage III) in association with a favorable clinical response; (iii) an overall significant decrease in albumin and <e1> alpha 2-globulin </e1> and increase in alpha 1-globulin from their preoperative levels and (iv) a general association of decreases in albumin (83% of the patients) and alpha 2-globulin (92%) and gamma-globulin (75%) with a favorable clinical response following cryoprostatectomy.	0	alpha 2-globulin	prostatic cancer
Compared with <e2> BPH </e2> , the PCa patients showed decreased expressions of miR-98, let-7d and let-7g, and decreased expressions of miR-96, <e1> miR-182 </e1> and miR-183, with statistically significant differences between the two groups (P &lt; 0.05).	0	miR-182	BPH
We report that transfection of <e1> insulin-like growth factor-binding protein-3 </e1> (IGFBP-3) cDNA in human breast cancer cell lines expressing either mutant p53 ( <e2> T47D </e2> ) or wild-type p53 (MCF-7) induces apoptosis.	1	insulin-like growth factor-binding protein-3	T47D
Using this approach we found an up-regulation of <e1> ubiquitin carboxyl extension protein 1 </e1> (UBCEP-1) mRNA in <e2> prostate carcinoma </e2> cells compared to the normal glandular epithelium of the prostate proper.	0	ubiquitin carboxyl extension protein 1	prostate carcinoma
These compounds decreased <e1> ERalpha </e1> in <e2> MCF-7 </e2> cells at both mRNA and protein levels, and suppressed estrogen-stimulated genes.	0	ERalpha	MCF-7
Here, we defined a new mechanism for IMC-C225 that cross-links integrins with EGFR, leading to activation of <e1> RhoA </e1> and inhibition of <e2> breast cancer </e2> cell invasion irrespective of the level of EGFR in the cells, thus providing a rationale for using IMC-C225 in the metastatic setting independent of the levels of EGFR.	0	RhoA	breast cancer
In conclusion, HGF up-regulates the expression of the bone morphogenetic protein receptors, BMPR-IB and <e1> BMPR-II </e1> , in <e2> prostate cancer </e2> cells, both in vitro and in vivo.	0	BMPR-II	prostate cancer
AMACR was the best single marker of <e2> prostate cancer </e2> but in 7 of the 59 total cases the expression of AMACR was not significantly elevated while <e1> PSGR </e1> and/or PSGR2 were substantially elevated.	0	PSGR	prostate cancer
Our studies implicate that the overexpressed <e1> GRB7 </e1> and GRB7v are associated with high-grade tumors and exert distinct tumorigenic functions through regulating different signaling pathways in <e2> ovarian cancer </e2> cells.	0	GRB7	ovarian cancer
Artesunate treatment of human CCRF-CEM leukemia and <e2> MCF7 </e2> breast cancer cells induced <e1> ABCB6 </e1> expression but repressed ABCB7 expression.	0	ABCB6	MCF7
Treatment of <e2> HOSE </e2> or OCa cells with estrone or 17beta-estradiol at 10(-8) M for a period of 72 h induced significant loss of <e1> PR-A </e1> and PR-B mRNA and protein expression, with the regulation primarily controlled at the transcriptional level.	0	PR-A	HOSE
Here we show that an increase in the level of expression of <e1> Bcl-2 </e1> in the human prostate carcinoma cell line <e2> LNCaP </e2> observed in response to hormone withdrawal is further augmented by TNF-alpha treatment, and this effect is abated by inhibitors of NF-kappa B.	0	Bcl-2	LNCaP
Furthermore, E1 induced a twofold increase in connexin 43 ( <e1> Cx43 </e1> ), whereas forskolin caused a 50% reduction in Cx32 expression in <e2> RWPE-1 </e2> cells.	0	Cx43	RWPE-1
<e1> EPCR </e1> expression is up-regulated both at the mRNA and protein levels in invasive prostate DU-145 and <e2> PC-3 </e2> cells in comparison to normal prostate epithelial cells (PrEC) and less-invasive LNCaP cells.	0	EPCR	PC-3
Functional ablation of pRb activates <e1> Cdk2 </e1> and causes antiestrogen resistance in human <e2> breast cancer </e2> cells.	0	Cdk2	breast cancer
L-mimosine enhanced expression of <e1> Btg2 </e1> and Ndrg1, which attenuated cell proliferation of the <e2> PC-3 </e2> and LNCaP prostate carcinoma cells.	1	Btg2	PC-3
Inhibition of <e1> LPAAT-beta </e1> also enhanced the survival of mice bearing <e2> ovarian tumor </e2> xenografts.	0	LPAAT-beta	ovarian tumor
Amplification or overexpression of the <e1> c-erbB-2 oncogene </e1> (also known as HER-2, neu) is a frequent event in many types of human cancer including 20-30% of <e2> ovarian cancers </e2> where it characterizes a group of patients with poor prognosis (1,2).	0	c-erbB-2 oncogene	ovarian cancers
Activated Src increases adhesion, survival and <e1> alpha2-integrin </e1> expression in human <e2> breast cancer </e2> cells.	0	alpha2-integrin	breast cancer
Here we show that an increase in the level of expression of Bcl-2 in the human prostate carcinoma cell line <e2> LNCaP </e2> observed in response to hormone withdrawal is further augmented by TNF-alpha treatment, and this effect is abated by inhibitors of <e1> NF-kappa B </e1> .	0	NF-kappa B	LNCaP
The gene array revealed decreased expression of <e1> ADAMTS1 </e1> , ephrin-A5, fibronectin 1, and neuropilin 1 in <e2> LNCaP </e2> -19 compared to LNCaP, while expression of midkine and VEGF were increased.	0	ADAMTS1	LNCaP
<e2> Prostate cancer </e2> cells transfected with <e1> EP4-siRNA </e1> and treatments with EP4 antagonist suggest a link between EP4, and Snail activation, potentially via p-Akt.	0	EP4-siRNA	Prostate cancer
In addition to the previously characterized indirect mechanism that increases angiogenesis via VEGF, LPA may directly increase the level of <e1> cyclin D1 </e1> in <e2> ovarian cancer </e2> cells, increasing their proliferation.	0	cyclin D1	ovarian cancer
All three interferons and TPA enhanced the expression of the Mr 180,000 carcinoembryonic antigen (CEA) and <e1> CEA-related TAA </e1> recognized by monoclonal antibody B1.1 in both <e2> T47D </e2> and MCF-7 human breast carcinoma cell lines.	0	CEA-related TAA	T47D
The drug-resistant cell lines include <e2> ovarian cancer </e2> cell lines resistant to cisplatin, topotecan, adriamycin and paclitaxel overexpressing <e1> class III beta-tubulin </e1> , A2780TC1 and A2780TC3.	0	class III beta-tubulin	ovarian cancer
We have previously described the increased expression of two prostate-specific G-protein coupled receptors (PSGR and <e1> PSGR2 </e1> ) in human <e2> prostate cancer </e2> .	0	PSGR2	prostate cancer
Transfection of <e1> HER-2 siRNA </e1> was conducted with lipofectamine 2000 in ovarian carcinoma cell line <e2> SKOV3 </e2> .	0	HER-2 siRNA	SKOV3
We have shown that overexpression of an activated form of the <e1> Src tyrosine kinase </e1> suppressed the loss of adhesion induced by dominant-negative; adenoviral FAK-CD and decreased the apoptotic response in <e2> BT474 </e2> and MCF-7 breast cancer cell lines.	1	Src tyrosine kinase	BT474
Low <e1> COX-2 </e1> expression in <e2> PC-3 </e2> was up-regulated by serum, and 15d-PGJ(2) blocked serum-induced COX-2 expression and activity in a dose-dependent manner.	0	COX-2	PC-3
The butyrate-induced apoptosis in <e2> MCF-7 </e2> cells was closely linked with the down-regulation of expression of <e1> Bcl-2 mRNA </e1> and Bcl-2 protein, a gene product known to be involved in the regulation of apoptosis in mammalian cells.	0	Bcl-2 mRNA	MCF-7
Interestingly, we found that MKK4 upregulation caused downregulation of phosphorylated NF-κB and Twist, as well as upregulation of <e1> E-cadherin </e1> , in TOVG-21G and <e2> SKOV3 </e2> cells.	0	E-cadherin	SKOV3
Out of seven isoforms of gal8, the proto isoform gal8e and our newly discovered proto isoform <e1> gal8g </e1> were upregulated in <e2> LNCaP </e2> cells compared to PrEC, whereas the two tandem-repeat isoforms gal8a and gal8b were equally expressed in these cells.	0	gal8g	LNCaP
Carbohydrate antigen expression in primary tumors, metastatic lesions, and serous effusions from patients diagnosed with epithelial <e2> ovarian carcinoma </e2> : evidence of up-regulated <e1> Tn </e1> and Sialyl Tn antigen expression in effusions.	0	Tn	ovarian carcinoma
Selective inhibition of <e1> human 3β-hydroxysteroid dehydrogenase type 1 </e1> as a potential treatment for <e2> breast cancer </e2> .	1	human 3β-hydroxysteroid dehydrogenase type 1	breast cancer
In addition, the higher <e2> PA1 </e2> cell responsiveness to endogenous compared with exogenous <e1> activin </e1> , suggests that activin overexpression in PA1 cells may up-regulate an activin signaling component, or down-regulate an activin signaling inhibitor.	0	activin	PA1
It has been shown recently that 17beta-estradiol (E2) can stimulate the Src/p21ras/mitogen-activated protein kinase pathway in <e2> breast cancer </e2> cells, and this effect is supposed to mediate the E2-induced stimulation of breast cancer cell proliferation, possibly via activation of the <e1> c-fos </e1> and c-jun early genes or of genes involved in cell cycle control.	1	c-fos	breast cancer
We now show that the MDA468 <e2> breast cancer </e2> cells express the mRNA for the EGF-like molecule, transforming growth factor-alpha (TGF-alpha), and demonstrate that TPA or EGF cause an accumulation of both EGF receptor and <e1> TGF-alpha mRNA </e1> .	0	TGF-alpha mRNA	breast cancer
The observed relationship between the down-regulation of <e1> Bcl-2 </e1> and induction of apoptosis was not causal because stable overexpression of Bcl-2 resulted in protection of <e2> MCF-7 </e2> cells from the cytotoxic morphological changes and growth-inhibitory effects of butyrate (15% growth inhibition compared to 60% growth inhibition in the parental cells).	0	Bcl-2	MCF-7
NSAIDs exert their anti-inflammatory effects by inhibiting cyclooxygenase ( <e1> COX </e1> ) activity; however, evidence suggests that COX-independent mechanisms mediate decreased <e2> prostate cancer </e2> cell survival.	0	COX	prostate cancer
Loss of this 42-bp sequence was associated with increased <e1> ERCC1 mRNA </e1> expression, in an assessment of 121 <e2> ovarian cancer </e2> specimens (p2<10(-6)).	0	ERCC1 mRNA	ovarian cancer
<e1> Intercellular adhesion molecule 1 (ICAM-1) </e1> was down-regulated in <e2> MCF10A </e2> cells using short hairpin RNA.	0	Intercellular adhesion molecule 1 (ICAM-1)	MCF10A
The <e1> epidermal growth factor </e1> (EGF) and EGF receptor (EGFR) family are often overexpressed in various human cancers including <e2> ovarian cancer </e2> .	0	epidermal growth factor	ovarian cancer
[Overexpression of <e1> p53 protein </e1> in <e2> ovarian carcinomas </e2> : correlation with histopathologic data and clinical course].	0	p53 protein	ovarian carcinomas
In sum, these findings implicate elevated <e1> GC UNC-45 protein </e1> expression in <e2> ovarian carcinoma </e2> proliferation and metastasis.	0	GC UNC-45 protein	ovarian carcinoma
Furthermore, siRNA knockdown of the p38 mitogen-activated protein kinase (MAPK) protein prevented induction of p75( <e1> NTR </e1> ) by DIM in the <e2> PC-3 </e2> prostate cell line.	0	NTR	PC-3
Treatment of <e2> HOSE </e2> or OCa cells with estrone or 17beta-estradiol at 10(-8) M for a period of 72 h induced significant loss of PR-A and <e1> PR-B mRNA </e1> and protein expression, with the regulation primarily controlled at the transcriptional level.	0	PR-B mRNA	HOSE
